4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.825645751953125000e+02,0.000000000000000000e+00,5.120000000000000000e+02,0.000000000000000000e+00,4.825645751953125000e+02,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
